timestamp,zone_id,zone_type,vehicle_density,avg_speed_kmph,traffic_pattern_type,road_surface_type,honking_probability,public_transport_frequency,pedestrian_density,food_delivery_orders,public_gathering_indicator,college_schedule_flag,restaurant_active_orders,industrial_power_usage_kw,truck_arrival_frequency,machine_runtime_index,humidity,wind_speed,temperature,building_density,vegetation_density,allowed_dba_limit,predicted_noise_dba
2025-01-01 10:00:00,3,Commercial,70,46.51184346354979,Morning Rush,Fresh Asphalt,0.9562918815133613,15,222,68,0,1,29,4882.450170221246,17,0.8923384702208084,66.19285502499322,10.056336982470508,35.87559418680074,0.968026030065597,0.5378282791267486,55,47.013436424438396
2025-01-01 11:00:00,2,Industrial,167,67.69308867289027,Delivery Burst,Fresh Asphalt,0.37667644042946247,36,366,104,0,1,9,3501.073294226671,33,0.6799855101282135,79.2251347085377,5.380278624888318,15.939197666049028,0.3805480746761767,0.5910239881953218,45,84.04174420236706
2025-01-01 12:00:00,12,Residential,233,49.645379389213616,Evening Rush,Fresh Asphalt,0.33924066117383633,2,489,149,0,0,185,2511.50858830871,22,0.7199892310327243,80.89909767844384,11.969235164961326,37.623021695755995,0.7802806975203378,0.3475338626603488,45,79.65197149163698
2025-01-01 13:00:00,6,Mixed,265,7.774882591381831,Evening Rush,Old Asphalt,0.062431327277780335,46,249,63,0,0,61,831.5585010454118,26,0.08496983743224928,34.54439182398304,4.033428697349912,23.253894713278164,0.6244184730919156,0.0058969400367867575,60,86.58223329228463
2025-01-01 14:00:00,2,Residential,168,78.82687803722455,Night Highway,Fresh Asphalt,0.486173654104883,30,403,40,0,0,84,3526.9027982370867,16,0.10651163703180144,37.747755547514494,1.4879137152836974,32.283725042491,0.3716815961722444,0.03503165294061683,45,47.88312365257353
2025-01-01 15:00:00,1,Residential,291,10.498385948786183,Delivery Burst,Fresh Asphalt,0.10901361564092871,12,82,70,0,1,133,1457.8885837996536,20,0.12734877637588526,85.7624771709779,0.41812708800537335,26.409875510155615,0.3558952657739206,0.6638264614225129,55,59.28993175099011
2025-01-01 16:00:00,12,Industrial,14,86.24508111626395,Normal,Fresh Asphalt,0.248539820927426,15,239,55,0,1,66,1414.737840186656,39,0.9043768336609926,81.46382035629398,19.030580907525124,17.698804117456834,0.2648674730130292,0.5232580481554814,60,93.89326626338226
2025-01-01 17:00:00,12,Industrial,199,7.137066453568181,Morning Rush,Concrete,0.3169426217672814,42,379,24,0,0,40,1191.4388822403405,30,0.5258496362638133,66.32145361654665,14.492216482862325,30.132705234877562,0.8364362211349512,0.8210112596512735,50,44.482539186582414
2025-01-01 18:00:00,17,Mixed,122,64.02828877111025,Evening Rush,Concrete,0.808826323491684,20,394,104,0,0,170,4375.610286757251,2,0.7915750963929912,94.60243693436374,15.998962965847648,38.73737652670444,0.4596038244960077,0.30040985878679693,60,75.28704914932626
2025-01-01 19:00:00,10,Industrial,274,11.98760041550144,Delivery Burst,Old Asphalt,0.8754886503958965,1,359,133,0,1,17,4339.822233410791,16,0.11529125988360023,75.13879576634928,19.618354563576638,33.08910900374237,0.8855750682631733,0.8154722372311751,60,49.23106769283584
2025-01-01 20:00:00,16,Industrial,84,82.40750925198687,Delivery Burst,Old Asphalt,0.3024663174614697,26,322,118,0,0,57,3154.8522243502907,25,0.927642705508595,36.18775760976867,18.63257406826879,28.120539897255345,0.6866522928185717,0.4254914134515433,60,65.00954037695266
2025-01-01 21:00:00,15,Industrial,97,44.476825079171135,Morning Rush,Fresh Asphalt,0.8586981212445739,37,470,8,0,0,59,2364.904906853679,22,0.8211420914972102,83.49830482495088,14.738263972750318,39.7188432479757,0.7389066838707687,0.09669838554633725,45,83.03057874774127
2025-01-01 22:00:00,15,Residential,270,16.689520859446308,Delivery Burst,Concrete,0.8572309373697911,25,262,59,1,1,87,3360.572300493995,5,0.2247641447753561,51.1049477277605,13.879741396386386,17.959800020280543,0.43333899968815737,0.9779115625906942,55,64.31516315334915
2025-01-01 23:00:00,19,Mixed,261,33.96933448213696,Delivery Burst,Fresh Asphalt,0.7646509503848735,37,406,124,0,1,26,3036.1472514919537,27,0.8741822332939535,22.71144954059669,6.736999938707533,11.870244637283422,0.5658354235165468,0.5119359291455199,45,83.32890159871461
2025-01-02 00:00:00,12,Commercial,137,19.010097404474774,Delivery Burst,Fresh Asphalt,0.14669511401518154,45,188,48,1,0,67,2078.6712416169366,7,0.2634427593968093,44.1065958358753,2.0803450359020426,10.963925983477932,0.5298540624664999,0.6294785139623463,55,60.580094326420756
2025-01-02 01:00:00,3,Residential,280,19.49946248235265,Evening Rush,Concrete,0.690322846900729,24,454,50,0,0,21,1898.1543374281719,7,0.2053398793390565,77.2663425544539,11.474450967351519,31.32063638676395,0.388550931139681,0.6707971864895679,45,94.96117579220197
2025-01-02 02:00:00,5,Industrial,268,85.58920721457258,Morning Rush,Concrete,0.9450240645805688,10,365,69,0,0,151,1913.971540726751,18,0.26424393681221237,92.0154655389855,11.525065901771844,34.90697094202512,0.8660097348214342,0.36241225222688067,60,61.149694053212606
2025-01-02 03:00:00,19,Residential,175,42.84591954420699,Delivery Burst,Concrete,0.6825404787671571,7,289,36,1,0,39,2945.6670157801914,37,0.9099550632726093,40.71023122273954,19.04474570831488,29.0530161245358,0.697667604645297,0.7475283198621373,55,43.96276871826959
2025-01-02 04:00:00,7,Industrial,5,72.04819243195557,Delivery Burst,Old Asphalt,0.33161684910783396,7,361,30,0,0,108,3238.3467806041294,28,0.9155919855148695,38.48872433072863,8.851416133234187,37.150797923295954,0.22994558196245612,0.8702664653510171,45,59.11217093895493
2025-01-02 05:00:00,9,Industrial,68,59.36647270010296,Evening Rush,Old Asphalt,0.5005793174308313,32,402,61,0,0,73,2258.70876757721,22,0.3289957746879688,62.271243919872504,13.816152486121368,30.939281420197613,0.8559336155029509,0.3871869764138588,60,79.55559107853381
2025-01-02 06:00:00,7,Residential,288,62.496240798763345,Morning Rush,Fresh Asphalt,0.6457250433510536,6,57,92,0,1,65,4843.457251065215,31,0.7054341850945512,80.87629247468351,11.499412547934435,21.128639392270614,0.2848302048228732,0.6570008866315482,50,85.87626546551772
2025-01-02 07:00:00,18,Mixed,125,16.193942270123273,Night Highway,Old Asphalt,0.5105704087285036,37,8,13,0,1,167,419.2285900224052,9,0.6757452551641833,75.989426162071,3.5352045820209854,15.437748748896448,0.5229571468260474,0.7571238239772095,45,62.60619795057574
2025-01-02 08:00:00,4,Industrial,111,24.90567797931628,Evening Rush,Concrete,0.11995294173096982,20,303,78,1,0,5,1735.2351297688851,26,0.8065626321304032,61.99691769221124,11.841286155098334,37.73942435677469,0.6570055213043023,0.19012589768908128,45,70.66861046350638
2025-01-02 09:00:00,14,Mixed,179,71.87377848812714,Morning Rush,Concrete,0.31206404465202064,7,114,7,0,0,111,2095.373415627205,0,0.29650950014213107,67.35422612108589,10.802334187256402,13.107914499924384,0.20612099652897442,0.33259608439596744,50,85.69340406957741
2025-01-02 10:00:00,18,Commercial,208,87.51512755035655,Delivery Burst,Old Asphalt,0.8023960305536325,20,209,35,0,0,17,84.60671732471559,38,0.5101385419104019,38.1574217994758,9.87811987818711,26.28965211239216,0.7223264843543489,0.10879584638095485,45,83.8127707998992
2025-01-02 11:00:00,9,Industrial,169,27.327429620885397,Morning Rush,Fresh Asphalt,0.8614180460955174,19,40,47,0,0,80,1824.7859383411258,28,0.6676739510082869,52.4430698752513,10.268458672969496,19.42023775820535,0.7277623516482057,0.6022084642482034,50,74.46343432166796
2025-01-02 12:00:00,2,Mixed,124,28.08334500383839,Morning Rush,Fresh Asphalt,0.13730003271557023,7,303,84,0,0,101,1368.5495858642128,2,0.026256818809906046,39.15242198902249,3.27975943917741,18.142450225590174,0.7220210537061174,0.8009376958208562,55,83.9016262550513
2025-01-02 13:00:00,15,Mixed,48,45.19625628892691,Normal,Old Asphalt,0.9523867523987246,45,172,27,0,0,109,2530.181351137404,36,0.37673874533095464,86.33134811334783,9.269554624613356,29.37504555750689,0.3307743504850217,0.6108386565849336,50,69.55464550211822
2025-01-02 14:00:00,7,Commercial,160,88.62642659271222,Morning Rush,Fresh Asphalt,0.32882261784860933,30,233,50,0,1,29,1682.0527359163461,30,0.6958883576785689,28.44158805241368,12.113065436431935,16.937108121731086,0.40458586141883957,0.17978383097704398,60,35.27889013551684
2025-01-02 15:00:00,12,Mixed,211,27.86151039525004,Night Highway,Fresh Asphalt,0.66231373873072,49,280,103,0,0,121,3630.9106747323062,10,0.2525950931191334,70.98054183922781,9.788983973710788,37.49095320227187,0.3979006556261922,0.5463684910261374,50,37.47600706413339
2025-01-02 16:00:00,8,Mixed,112,39.59261231891243,Morning Rush,Fresh Asphalt,0.7518251459566812,28,371,100,0,1,148,2549.6624770382427,21,0.9577041070064872,39.52123978737676,9.773723902522946,22.181317272973722,0.9680535865437097,0.8349341485264097,55,93.78850395429099
2025-01-02 17:00:00,15,Commercial,255,80.77580132799808,Night Highway,Concrete,0.8119462346378834,47,77,28,1,1,61,648.8111674813218,17,0.030161371506838952,55.66830572888498,1.5503541958597156,30.321260401890367,0.2540225497807018,0.3027247960782191,50,43.69952252016231
2025-01-02 18:00:00,3,Industrial,134,5.248287772815771,Delivery Burst,Concrete,0.9457497022259301,8,107,126,0,0,137,3750.306620721736,34,0.9580871875874228,42.455958518497454,3.815483040334393,31.832671519857538,0.5430092061628031,0.8326515022526404,50,59.27098452940776
2025-01-02 19:00:00,14,Mixed,297,8.380107024028412,Night Highway,Old Asphalt,0.3129195480288226,14,280,81,0,0,119,496.144480413383,5,0.21676386801040004,44.24339877946038,6.419453855510014,30.488250838759907,0.8970031246561554,0.784623283769988,55,91.02867650059808
2025-01-02 20:00:00,17,Mixed,24,56.34609255105364,Delivery Burst,Concrete,0.8585064545515545,29,402,9,0,1,106,4195.245840396787,2,0.048822041925369986,39.52947602082665,8.386939878518131,37.102007226790704,0.8155727955581729,0.02174080783667487,45,46.702369083982965
2025-01-02 21:00:00,4,Mixed,286,82.127314000592,Delivery Burst,Fresh Asphalt,0.13168690343620704,25,38,105,0,1,140,4657.110970431097,4,0.2924740332235575,76.45946908965789,11.878748877172086,16.933925908179944,0.8579536997191415,0.23945481408550195,45,85.62748066799004
2025-01-02 22:00:00,18,Residential,289,25.30281613416385,Night Highway,Concrete,0.7050409063535927,9,118,0,0,0,75,1612.2264509242696,8,0.7862823072902253,47.42868928842853,17.266902090461215,12.581636340583035,0.9778348672978665,0.5429424057977258,60,84.09605408957543
2025-01-02 23:00:00,8,Commercial,5,44.919550847860265,Evening Rush,Old Asphalt,0.7419777295139859,28,334,38,1,0,8,4630.713166314655,27,0.7524420064480531,74.4767763285562,3.183294761773079,11.663970917951481,0.5098094498185511,0.7176173700192593,60,94.17977927308038
2025-01-03 00:00:00,4,Residential,123,43.289550640914555,School Zone Slowdown,Concrete,0.6777232412013204,15,335,20,0,0,195,3965.0407956126915,18,0.20884041642279205,54.205244757800955,0.3017606042138987,36.33532451425074,0.4477242195043689,0.8805305256528292,50,51.9009100188901
2025-01-03 01:00:00,2,Commercial,39,45.202564418118364,Morning Rush,Fresh Asphalt,0.252314736135153,35,26,64,1,1,38,4612.17805501885,27,0.19679013359179942,61.04345315752155,8.984742615518314,39.19861149817547,0.22452759212015785,0.6410423182678943,45,53.919521322808755
2025-01-03 02:00:00,6,Industrial,202,57.91417413702834,Normal,Fresh Asphalt,0.8730431470152034,19,103,14,0,0,23,3331.3506846042383,26,0.6425799158045408,60.74656067851155,8.642057948232562,19.07579623614138,0.3200154894318897,0.3803441712495391,45,89.1726800634672
2025-01-03 03:00:00,10,Industrial,249,44.92821985420812,School Zone Slowdown,Old Asphalt,0.168858463370395,44,73,131,0,0,124,1178.2201971071092,12,0.4580826896757305,93.18890595076915,11.038024369903447,30.805417707249077,0.6496117236344193,0.18462720673731536,50,49.04474355213677
2025-01-03 04:00:00,4,Mixed,63,43.034792012408914,Morning Rush,Concrete,0.05363479152083084,36,190,60,0,1,117,4472.616184554863,37,0.7922899533309022,47.52968417832134,16.66443542743001,10.267383525152468,0.32612847604267203,0.7600358554624315,55,67.87405741922655
2025-01-03 05:00:00,18,Commercial,165,45.31451573665714,Morning Rush,Concrete,0.7174649906119122,21,323,147,0,0,33,921.3253808537186,20,0.02413277869255359,35.576307154819816,16.04721101964956,15.658945303479634,0.7890440127847287,0.20678155932412012,45,77.44069755146337
2025-01-03 06:00:00,12,Industrial,183,55.22373250803853,Delivery Burst,Concrete,0.4754757152327337,6,498,137,0,0,60,1065.3027550876775,26,0.6104118607605711,88.38439552749516,2.000865688600224,30.678231473848435,0.22978608393275002,0.6954305214682498,60,51.31305471577314
2025-01-03 07:00:00,2,Commercial,210,50.64563650986546,Morning Rush,Fresh Asphalt,0.8490980199586761,22,146,86,1,0,168,1355.3149507018186,5,0.7306720122398759,33.112946698668,18.679907333533475,11.976614179456984,0.40759041859030554,0.1812116173712074,50,91.30477672668553
2025-01-03 08:00:00,10,Industrial,16,77.60155980029286,Normal,Old Asphalt,0.38339714105825895,40,254,104,0,1,132,1521.2315574329232,37,0.993386112028669,82.58171343832585,2.208287893488894,24.055301497594733,0.7563624987107909,0.09105385030946445,55,74.94185288443522
2025-01-03 09:00:00,4,Residential,280,9.207232546961663,Morning Rush,Concrete,0.16827858850771282,39,283,33,1,0,78,2572.398210655153,10,0.6787816942368469,31.266117160019434,12.691410170684723,29.877497931218468,0.4044022593912511,0.2511002237065345,60,37.8283584961895
2025-01-03 10:00:00,14,Industrial,185,75.83195107520606,Night Highway,Fresh Asphalt,0.8364421924698697,28,212,123,0,0,49,3567.28680217022,16,0.2318451565499663,69.40432506705548,13.448125871911515,32.978745139165525,0.7830083713795712,0.28492980552511427,45,43.14425187565483
2025-01-03 11:00:00,16,Residential,246,76.73359207199654,School Zone Slowdown,Fresh Asphalt,0.5489096316400717,15,122,109,0,0,131,4631.040872003418,38,0.10818619488003878,31.290560994840206,13.597549744461762,23.614477411731116,0.9966911003445615,0.64720913449491,55,46.44689420549382
2025-01-03 12:00:00,15,Industrial,220,29.217181830131672,Night Highway,Fresh Asphalt,0.1891957923903549,37,494,32,0,0,50,442.1879366775122,6,0.6409167746440754,89.2314364429572,5.307023433507818,28.90852118489029,0.837667164359283,0.1608833677420589,60,49.69744183960698
2025-01-03 13:00:00,8,Mixed,255,44.34241617634731,Normal,Concrete,0.7203839985864458,27,205,97,0,0,51,4771.846811141179,29,0.523183067518216,62.37562119896234,6.606901835299839,26.187268886861837,0.473468367008802,0.9303069129868882,50,78.84064220176619
2025-01-03 14:00:00,14,Residential,130,42.27577152568202,Morning Rush,Concrete,0.5111136384895005,47,416,60,1,0,121,4606.614835484067,20,0.8991452884450164,44.695537935506565,10.973537502987938,11.569173162499633,0.9204735205026091,0.5543616863422735,55,40.336114685328084
2025-01-03 15:00:00,8,Industrial,221,23.573335920101076,Normal,Concrete,0.6043129822403198,37,239,9,0,0,166,269.9964609051947,0,0.726608021181275,30.52420812226962,3.9917499160019676,32.284140617795394,0.24094378853456755,0.49093173081646546,55,56.03568033656807
2025-01-03 16:00:00,16,Mixed,289,38.7277320023369,Delivery Burst,Concrete,0.4608983382065819,30,393,83,0,1,7,1801.6056884578136,24,0.5097424500426206,47.83941771094955,0.4062093566670244,15.170857476561249,0.7800054595578498,0.4346945143083677,50,89.6829993996801
2025-01-03 17:00:00,13,Residential,189,8.772960634522626,Night Highway,Concrete,0.8287089838180064,13,338,64,0,1,112,4065.716951496682,31,0.4035894707651476,72.87650261516089,11.242889090171513,10.95416593701524,0.21865786525014005,0.566601346950191,45,68.40006118022023
2025-01-03 18:00:00,18,Mixed,43,28.614876186447425,Night Highway,Concrete,0.8295627156830498,32,285,76,0,0,44,3057.8827273970055,7,0.4043746995708203,48.87131629464103,9.305571440240145,23.53503748865117,0.339644396285572,0.022446967161782294,45,50.92979383031214
2025-01-03 19:00:00,15,Commercial,227,74.41798491331103,Evening Rush,Concrete,0.7093888218243862,8,21,0,0,0,87,3895.469716908852,4,0.22630428615123455,38.45706020715831,13.13462412446924,35.96912761844531,0.9900685932308597,0.9900863745790824,55,92.42337778881858
2025-01-03 20:00:00,13,Commercial,188,29.18779564984629,Morning Rush,Concrete,0.10540137739646227,26,258,132,0,0,27,3595.1666939494376,29,0.017325971755697056,63.30570862203629,2.9340115166731984,14.524883129830858,0.4887079299954456,0.557524376194266,55,49.658953518120946
2025-01-03 21:00:00,9,Residential,182,74.54756684360105,Delivery Burst,Concrete,0.8388538619040689,23,356,79,0,1,118,2483.850565635818,7,0.5749105882071062,51.336638962783965,16.81849789179703,10.38572602350925,0.8563995025313911,0.03519500214017779,55,89.30597727605857
2025-01-03 22:00:00,15,Industrial,298,50.18595449137662,Night Highway,Fresh Asphalt,0.6710129805329098,12,104,14,0,0,106,206.09022975849766,18,0.2124147325232152,32.43546770227192,2.924429769210546,13.299377072962514,0.5008693702684817,0.5899776046995998,60,78.54618041687334
2025-01-03 23:00:00,13,Residential,155,79.7883275756986,Night Highway,Concrete,0.6970241660042995,25,465,27,0,0,26,2921.341010322505,29,0.20832691772804146,31.549099270809258,17.82687209760047,20.909773429948203,0.8720227606382525,0.4370787582896788,55,79.43126221752718
2025-01-04 00:00:00,1,Mixed,130,53.85626211247529,Delivery Burst,Old Asphalt,0.36298284040387163,28,458,22,0,0,192,242.83326529647985,14,0.1253812286764805,73.0596492666391,8.99042345191406,27.405156099739113,0.9723516481014194,0.02403769666640887,45,80.89635910409697
2025-01-04 01:00:00,7,Industrial,238,7.521798960502885,Normal,Fresh Asphalt,0.8792795561570067,48,431,108,0,0,161,3018.6335876756543,35,0.18959549017669275,93.10039216371923,10.996105187453896,15.790364019576778,0.5484289947353332,0.924428752157473,50,65.39415872343255
2025-01-04 02:00:00,9,Commercial,12,62.41071764150258,Normal,Concrete,0.7253716002348575,42,257,106,0,0,80,4002.054312468391,26,0.031789149555137675,37.482055314654225,17.931626719279773,34.05892015067712,0.6474793534786235,0.01056687207381335,50,83.87472356016013
2025-01-04 03:00:00,1,Industrial,133,8.812553282003336,Morning Rush,Old Asphalt,0.11259046652919447,27,203,144,0,0,100,2924.958743509593,12,0.674231449748532,77.98614506236174,5.99826096954134,32.59891361647246,0.7029115919708542,0.5778716768778214,50,85.17158586514941
2025-01-04 04:00:00,12,Commercial,268,43.30074661356639,Evening Rush,Concrete,0.40777803440616267,27,309,112,0,0,61,4985.109022808486,13,0.40139711631269426,26.57050268378489,3.63653992482303,30.875908497960978,0.9478678417401885,0.961790747626224,55,56.62920330056703
2025-01-04 05:00:00,8,Industrial,161,84.00126903021469,Night Highway,Old Asphalt,0.8863803619601417,7,261,97,0,1,61,2279.3325009021655,36,0.5615245987731451,48.61819392891363,8.915032416389073,24.624094249466317,0.40539526994764635,0.237604496983026,55,59.02067109298252
2025-01-04 06:00:00,11,Industrial,9,19.042334843717263,Evening Rush,Old Asphalt,0.047196701697378995,22,106,140,0,0,165,3744.137318019937,29,0.6369576180207995,58.00161146061927,4.887344570554135,20.956508654019558,0.6889994982669814,0.25417907424359665,50,88.32540311234155
2025-01-04 07:00:00,19,Industrial,90,38.13915000003125,Normal,Old Asphalt,0.9614166196420495,28,250,141,0,0,25,3336.0664587095375,38,0.9724845622761592,40.15602089673262,10.55687823080634,21.267598628944324,0.45977618257851405,0.0004231285601523638,60,66.48375562577147
2025-01-04 08:00:00,17,Mixed,179,67.03812625212066,Normal,Old Asphalt,0.6791625683195628,4,423,138,0,0,120,4957.15845779044,12,0.06826586585550098,59.71838123856878,5.505157288886329,25.092116048671997,0.3735465441459356,0.0663511719879809,60,87.01660975651214
2025-01-04 09:00:00,8,Mixed,294,79.99197726806204,School Zone Slowdown,Fresh Asphalt,0.6313759776433766,41,491,27,0,0,23,3566.095025385526,15,0.417917684831438,86.19608207478909,17.289790711909138,12.319440606479635,0.26793627121857133,0.044888411577088116,60,72.60616770546844
2025-01-04 10:00:00,3,Residential,197,62.03015540311317,Morning Rush,Fresh Asphalt,0.2705592564879914,6,220,41,0,0,38,820.153657296947,6,0.24589793352648104,90.83284717662451,12.146491845154518,30.469163886011835,0.6965686909887592,0.8226562836884255,60,70.61406540494255
2025-01-04 11:00:00,3,Residential,123,26.944726606249382,School Zone Slowdown,Old Asphalt,0.24879178873917707,41,378,98,0,0,123,4777.588532086204,26,0.47671193185681415,27.541771577978707,0.004813394858045328,20.545226320279063,0.9056683830972547,0.836737569944919,45,36.858857196671714
2025-01-04 12:00:00,1,Commercial,222,62.341667497878376,School Zone Slowdown,Concrete,0.9420582194885955,35,221,60,0,0,20,3338.8861322288067,34,0.9204723006138882,40.38844504881517,16.109474693596496,16.742763338160657,0.4811143110756101,0.7267000841845227,50,51.67366387044498
2025-01-04 13:00:00,5,Mixed,118,30.22184949384765,School Zone Slowdown,Old Asphalt,0.29827245423412274,40,257,122,0,0,93,296.69115403194945,14,0.7239842652481513,93.43504381382937,6.604246734522919,18.349812114959168,0.6421348289543818,0.3527450125170921,45,65.12345881413908
2025-01-04 14:00:00,10,Commercial,149,66.06648453459249,Morning Rush,Fresh Asphalt,0.7755052967189994,26,200,63,0,0,174,3287.8415289230625,27,0.6619495864798933,40.28138078016828,6.404159683099142,15.408828558586535,0.7137070362352926,0.8212544498888422,55,70.23903032808205
2025-01-04 15:00:00,7,Residential,30,86.09281584472845,Morning Rush,Concrete,0.39312179820707915,45,366,30,0,0,114,4415.597033373875,34,0.4412458764311774,71.95305133575809,7.661256242689348,37.04704256583366,0.5317201422361633,0.539774520242882,60,72.82607174004406
2025-01-04 16:00:00,9,Commercial,140,66.3184433440345,Delivery Burst,Fresh Asphalt,0.13925407078470398,1,257,80,0,1,175,2885.2093099501253,6,0.6711124983744359,39.009027040277346,12.605250561681613,15.07112549087653,0.9226782802928466,0.30431027647992326,60,77.97336950069703
2025-01-04 17:00:00,7,Residential,236,78.34484274755505,Evening Rush,Fresh Asphalt,0.01071529769535895,24,348,9,0,0,120,1770.098190160056,19,0.03237537727440809,46.72741949907787,8.84121420788446,36.48778356684588,0.4902041289609413,0.4372767691143904,50,74.37400593761791
2025-01-04 18:00:00,9,Mixed,80,5.17882666995009,Evening Rush,Concrete,0.5442573370152508,8,224,7,0,0,12,4104.54817035308,31,0.5862386720298944,34.34592409226731,12.572710931394049,27.16730187905354,0.30000865607187494,0.06576776983457566,60,85.91460244374802
2025-01-04 19:00:00,8,Industrial,293,65.99363060218552,Delivery Burst,Old Asphalt,0.9757788185489327,26,201,148,0,0,130,3912.560041029147,37,0.5537765625992482,84.22251452728588,2.9356144327158473,36.02352866166581,0.3152162864413597,0.9449086867499137,50,52.7282205732508
2025-01-04 20:00:00,12,Mixed,5,75.51494233354627,Delivery Burst,Old Asphalt,0.3691361938092045,0,225,58,0,0,159,2720.910771156504,39,0.34664043196319283,86.1986572864628,19.403289290481716,24.221926507165364,0.9126860916061703,0.6191164173518401,55,73.49419913995354
2025-01-04 21:00:00,2,Commercial,151,8.44749269129792,Normal,Old Asphalt,0.35719233399304484,22,235,29,0,0,162,771.8088494795016,31,0.2015141254241084,42.268438093657366,14.592125741677277,37.82901158443221,0.9904064342783678,0.7312341449305728,60,38.06957085177628
2025-01-04 22:00:00,1,Commercial,291,79.0858068194996,School Zone Slowdown,Old Asphalt,0.3440916178494421,9,182,144,0,0,18,1254.9324276159068,25,0.807555550999301,81.76923681279725,5.004142143567661,16.344722308250503,0.4311502804573736,0.6765833704198766,60,63.81140463932167
2025-01-04 23:00:00,16,Mixed,146,26.819009406353896,Delivery Burst,Concrete,0.5205438373048584,41,199,19,0,1,141,3692.4198609305286,38,0.05386211445509648,46.868123752773805,14.483398161495519,26.640752585418237,0.31488218052376915,0.6677499845209807,45,51.08197795711355
2025-01-05 00:00:00,5,Mixed,57,61.549828668134694,Night Highway,Concrete,0.44066488342429355,24,356,47,0,0,175,4030.4108269746375,19,0.06967286442358778,27.426456717136872,11.500509125232787,13.775160715410074,0.5857698254049676,0.01726098549724009,50,57.85322889768176
2025-01-05 01:00:00,3,Residential,73,73.03016471698956,Evening Rush,Concrete,0.8799146267270145,2,245,129,1,0,80,1396.326390204949,17,0.44052174398414656,76.8557297969055,2.183779928070293,23.41660855607093,0.7676224508612783,0.5253712797848467,50,56.279765105897546
2025-01-05 02:00:00,12,Commercial,94,61.326483610045216,Delivery Burst,Fresh Asphalt,0.5055207917234903,5,443,36,0,1,122,1839.9253859339333,14,0.25255454740860506,64.73346866741335,3.5639285357625217,27.097110899405273,0.6899223264823777,0.8217102286255341,60,38.62584062915826
